id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,zip_codes
nl2cdtMUBCMTwTUy6IJ6HQ,serengeti-teas-and-spices-new-york,Serengeti Teas & Spices,https://s3-media1.fl.yelpcdn.com/bphoto/P2f2I8Fjb0GcPDXEdxexsg/o.jpg,False,https://www.yelp.com/biz/serengeti-teas-and-spices-new-york?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,248,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}]",4.5,"{'latitude': 40.80582, 'longitude': -73.94127}",[],$$,"{'address1': '22 E 125th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10035', 'country': 'US', 'state': 'NY', 'display_address': ['22 E 125th St', 'New York, NY 10035']}",+12128371057,(212) 837-1057,1825.3007560483816,10035
ej_pg-wc-ZtexQKPPiQ_5w,the-edge-harlem-new-york,The Edge Harlem,https://s3-media2.fl.yelpcdn.com/bphoto/WZBo8DAj3BjR2y4MmyMf9A/o.jpg,False,https://www.yelp.com/biz/the-edge-harlem-new-york?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,600,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 40.8199158, 'longitude': -73.9460373}",[],$$,"{'address1': '101 Edgecombe Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10030', 'country': 'US', 'state': 'NY', 'display_address': ['101 Edgecombe Ave', 'New York, NY 10030']}",+12129399688,(212) 939-9688,2043.9385938690098,10030
g_Zz87qghqq9bKHiKyws0w,beatstro-bronx,Beatstro,https://s3-media4.fl.yelpcdn.com/bphoto/rqepm9WY0aAs_rsvnPrc_Q/o.jpg,False,https://www.yelp.com/biz/beatstro-bronx?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,269,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'speakeasies', 'title': 'Speakeasies'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"{'latitude': 40.80737, 'longitude': -73.92752}","['delivery', 'pickup', 'restaurant_reservation']",$$,"{'address1': '135 Alexander Ave', 'address2': None, 'address3': None, 'city': 'Bronx', 'zip_code': '10454', 'country': 'US', 'state': 'NY', 'display_address': ['135 Alexander Ave', 'Bronx, NY 10454']}",+17184899397,(718) 489-9397,891.2591735853555,10454
XzUW9MvEGOFs9_aNj11j2Q,dinosaur-bar-b-que-harlem,Dinosaur Bar-B-Que,https://s3-media1.fl.yelpcdn.com/bphoto/YWMehMtfQu57zztvCNr3jQ/o.jpg,False,https://www.yelp.com/biz/dinosaur-bar-b-que-harlem?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,3019,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.0,"{'latitude': 40.818098338924, 'longitude': -73.9608729269837}","['delivery', 'pickup']",$$,"{'address1': '700 W 125th St', 'address2': '', 'address3': '', 'city': 'Harlem', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['700 W 125th St', 'Harlem, NY 10027']}",+12126941777,(212) 694-1777,3222.6061167255243,10027
PerCtK0A27ku-cmBVMh5tw,porto-salvo-bronx,Porto Salvo,https://s3-media4.fl.yelpcdn.com/bphoto/TUqTj_eLbXCGuiWId51PNw/o.jpg,False,https://www.yelp.com/biz/porto-salvo-bronx?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,135,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 40.82368, 'longitude': -73.91294}",[],$$,"{'address1': '424 E 161st St', 'address2': None, 'address3': '', 'city': 'Bronx', 'zip_code': '10451', 'country': 'US', 'state': 'NY', 'display_address': ['424 E 161st St', 'Bronx, NY 10451']}",+19293767866,(929) 376-7866,1325.0526519065327,10451
Kh0-HmlgmVUkRxR55_Vn1g,patsys-pizzeria-new-york-7,Patsy's Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/gXl9HrfT338PuJpwPjlUkA/o.jpg,False,https://www.yelp.com/biz/patsys-pizzeria-new-york-7?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,820,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.797157, 'longitude': -73.93488}",[],$$,"{'address1': '2287 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10035', 'country': 'US', 'state': 'NY', 'display_address': ['2287 1st Ave', 'New York, NY 10035']}",+12125349783,(212) 534-9783,2172.511701608196,10035
O1gHEYYSCULCcfJD9sLJqw,american-museum-of-natural-history-new-york,American Museum of Natural History,https://s3-media4.fl.yelpcdn.com/bphoto/Z3CUzvZ7Gn9aZndBpdPthA/o.jpg,False,https://www.yelp.com/biz/american-museum-of-natural-history-new-york?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,2059,"[{'alias': 'museums', 'title': 'Museums'}]",4.0,"{'latitude': 40.7812654, 'longitude': -73.9738201}",[],,"{'address1': '200 Central Park W', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['200 Central Park W', 'New York, NY 10024']}",+12127695100,(212) 769-5100,5657.367844318882,10024
JV5oa5-KGdiWnqrKPoxSug,absolute-bagels-new-york,Absolute Bagels,https://s3-media2.fl.yelpcdn.com/bphoto/GjaYFLA8G7IEFiFLKgL_Ng/o.jpg,False,https://www.yelp.com/biz/absolute-bagels-new-york?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,1384,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'bagels', 'title': 'Bagels'}]",4.5,"{'latitude': 40.80251, 'longitude': -73.96745}",[],$,"{'address1': '2788 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['2788 Broadway', 'New York, NY 10025']}",+12129322052,(212) 932-2052,3975.026333194104,10025
H9GD7km7riFooM0FkdwOPg,calle-ocho-new-york,Calle Ocho,https://s3-media1.fl.yelpcdn.com/bphoto/GneT5pl3loosHgUgFEBJ0A/o.jpg,False,https://www.yelp.com/biz/calle-ocho-new-york?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,2495,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"{'latitude': 40.801264, 'longitude': -73.967663}","['delivery', 'pickup']",$$,"{'address1': '2756 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['2756 Broadway', 'New York, NY 10025']}",+12128735025,(212) 873-5025,4044.3332605263367,10025
QHYqNQhQ8NVK0RX68Y4PuQ,levain-bakery-new-york-3,Levain Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/BEwzWz8_qEuSs55oKi2i0Q/o.jpg,False,https://www.yelp.com/biz/levain-bakery-new-york-3?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,711,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 40.8049739, 'longitude': -73.9551513}",[],$$,"{'address1': '2167 Frederick Douglass Blvd', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10026', 'country': 'US', 'state': 'NY', 'display_address': ['2167 Frederick Douglass Blvd', 'New York, NY 10026']}",+19174643789,(917) 464-3789,2913.308070706138,10026
u9xVzV1OZC5pwtUgaHLM-A,el-kallejon-new-york,El Kallejon,https://s3-media1.fl.yelpcdn.com/bphoto/O0OSypsBwLBnrfNsNJa37A/o.jpg,False,https://www.yelp.com/biz/el-kallejon-new-york?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,291,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.798538, 'longitude': -73.938805}",[],$$,"{'address1': '209 E 117th St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10035', 'country': 'US', 'state': 'NY', 'display_address': ['209 E 117th St', 'New York, NY 10035']}",+16466494795,(646) 649-4795,2220.1170297353783,10035
8G6H30Krmj8-OHs6hZfT1g,belle-harlem-new-york,Belle Harlem,https://s3-media2.fl.yelpcdn.com/bphoto/ff91Ii_zcsVhBVODil23Dg/o.jpg,False,https://www.yelp.com/biz/belle-harlem-new-york?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,148,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.8173, 'longitude': -73.94171}",[],$$$,"{'address1': '2363 Adam Clayton Powell Blvd', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10030', 'country': 'US', 'state': 'NY', 'display_address': ['2363 Adam Clayton Powell Blvd', 'New York, NY 10030']}",+13478194076,(347) 819-4076,1620.0644250208131,10030
M6Eiyx9LXMetMUxsYe-fvw,ponty-bistro-new-york-3,Ponty Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/4QUytZe1LW-QFDibTi6W4Q/o.jpg,False,https://www.yelp.com/biz/ponty-bistro-new-york-3?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,391,"[{'alias': 'french', 'title': 'French'}, {'alias': 'senegalese', 'title': 'Senegalese'}]",4.0,"{'latitude': 40.8175925, 'longitude': -73.9412695}","['delivery', 'pickup']",$$,"{'address1': '2375 Adam Clayton Powell Blvd', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10030', 'country': 'US', 'state': 'NY', 'display_address': ['2375 Adam Clayton Powell Blvd', 'New York, NY 10030']}",+12122346474,(212) 234-6474,1586.1853824662655,10030
NPnWsPxOpG91GHx74S27Uw,sottocasa-pizzeria-harlem-new-york,Sottocasa Pizzeria - Harlem,https://s3-media1.fl.yelpcdn.com/bphoto/jttl7IBXFvGGibACqgNOSw/o.jpg,False,https://www.yelp.com/biz/sottocasa-pizzeria-harlem-new-york?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,255,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 40.805587, 'longitude': -73.947547}",[],$$,"{'address1': '227 Lenox Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['227 Lenox Ave', 'New York, NY 10027']}",+16469284870,(646) 928-4870,2295.109668817122,10027
gyWc5qJRvu26LVQIShdR4Q,babbalucci-new-york,Babbalucci,https://s3-media1.fl.yelpcdn.com/bphoto/3MOwPG1cpOLHVisHpjFazw/o.jpg,False,https://www.yelp.com/biz/babbalucci-new-york?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,382,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.80894, 'longitude': -73.94496}","['delivery', 'pickup']",$$,"{'address1': '331 Lenox Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['331 Lenox Ave', 'New York, NY 10027']}",+16469186572,(646) 918-6572,1956.4919713539502,10027
MtcgW0RCTm44PuA-HAq49g,santiagos-beer-garden-new-york,Santiago's Beer Garden,https://s3-media4.fl.yelpcdn.com/bphoto/Sw-5LImcicAr7SudaDqtyw/o.jpg,False,https://www.yelp.com/biz/santiagos-beer-garden-new-york?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,179,"[{'alias': 'dominican', 'title': 'Dominican'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.5,"{'latitude': 40.79849, 'longitude': -73.93382}","['delivery', 'pickup', 'restaurant_reservation']",$$,"{'address1': '2337 1st Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10035', 'country': 'US', 'state': 'NY', 'display_address': ['2337 1st Ave', 'New York, NY 10035']}",+12129206165,(212) 920-6165,1998.5330489106423,10035
W_0AX5JL3QZnX1oQNxQGtw,xochimilco-family-restaurant-bronx,Xochimilco Family Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/q0_ENseBdgRSi4r7GWY70Q/o.jpg,False,https://www.yelp.com/biz/xochimilco-family-restaurant-bronx?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,91,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 40.8185645, 'longitude': -73.9168277}",[],$$,"{'address1': '653 Melrose Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10455', 'country': 'US', 'state': 'NY', 'display_address': ['653 Melrose Ave', 'Bronx, NY 10455']}",+17184025400,(718) 402-5400,698.657975844677,10455
YQSb6X8_yE3R69L4ymvAGg,lenox-coffee-new-york-3,Lenox Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/9vpbOaBI56yFhfvb-LaDUA/o.jpg,False,https://www.yelp.com/biz/lenox-coffee-new-york-3?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,300,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 40.8100306079669, 'longitude': -73.9431898387905}",[],$,"{'address1': '60 W 129th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['60 W 129th St', 'New York, NY 10027']}",+16468337839,(646) 833-7839,1778.4975830666692,10027
1ZKbUeFAs0ltSnAYq4ELKw,trattoria-l-incontro-astoria-2,Trattoria L'incontro,https://s3-media1.fl.yelpcdn.com/bphoto/cK_dW15pU7H4vTEjY9qsxw/o.jpg,False,https://www.yelp.com/biz/trattoria-l-incontro-astoria-2?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,917,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,"{'latitude': 40.7763330374196, 'longitude': -73.9105868339539}",['restaurant_reservation'],$$$,"{'address1': '21-76 31st St', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['21-76 31st St', 'Astoria, NY 11105']}",+17187213532,(718) 721-3532,4363.596344825648,11105
2tTUnW5filzR3YG-G7rZ0w,benyam-cuisine-new-york,Benyam Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/B1knNZx_nR5aG1scxAUdZQ/o.jpg,False,https://www.yelp.com/biz/benyam-cuisine-new-york?adjust_creative=ZcV07Slk8KSZ8NPa3qhh8Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZcV07Slk8KSZ8NPa3qhh8Q,109,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",5.0,"{'latitude': 40.82522, 'longitude': -73.94058}",['delivery'],$$,"{'address1': '2795 Frederick Douglas Blvd', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10039', 'country': 'US', 'state': 'NY', 'display_address': ['2795 Frederick Douglas Blvd', 'New York, NY 10039']}",+12125107353,(212) 510-7353,1901.3494212207302,10039
