id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,zip_codes
4XX-zF8h5Lvrr22_tqU6-Q,the-river-café-brooklyn-3,The River Café,https://s3-media4.fl.yelpcdn.com/bphoto/Rxg5eDnRtIm73UEuNa3NHA/o.jpg,False,https://www.yelp.com/biz/the-river-caf%C3%A9-brooklyn-3?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,1121,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'latitude': 40.70318, 'longitude': -73.9946499}",[],$$$$,"{'address1': '1 Water St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['1 Water St', 'Brooklyn, NY 11201']}",+17185225200,(718) 522-5200,898.5853238665461,11201
Q9F2ocrmYuGt1yn3M7MOBw,lucali-brooklyn-3,Lucali,https://s3-media3.fl.yelpcdn.com/bphoto/Yl_eZ_DW_iaumnU-pfSoaw/o.jpg,False,https://www.yelp.com/biz/lucali-brooklyn-3?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,1503,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.6818, 'longitude': -74.00024}",[],$$,"{'address1': '575 Henry St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['575 Henry St', 'Brooklyn, NY 11231']}",+17188584086,(718) 858-4086,1528.0248582408883,11231
RemvTpxalDjSew5HwmNzUQ,the-dead-rabbit-new-york,The Dead Rabbit,https://s3-media2.fl.yelpcdn.com/bphoto/_4T5R0HHhASROheby-TXDA/o.jpg,False,https://www.yelp.com/biz/the-dead-rabbit-new-york?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,1563,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.70329, 'longitude': -74.01102}",[],$$,"{'address1': '30 Water St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['30 Water St', 'New York, NY 10004']}",+16464227906,(646) 422-7906,1529.0914450122407,10004
wouDDTacUIBaRp8YGCFTsA,colonie-brooklyn,Colonie,https://s3-media1.fl.yelpcdn.com/bphoto/r6Qp3GXOCdjAmFWh_GQWWg/o.jpg,False,https://www.yelp.com/biz/colonie-brooklyn?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,569,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.6909, 'longitude': -73.9958}",[],$$$,"{'address1': '127 Atlantic Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['127 Atlantic Ave', 'Brooklyn, NY 11201']}",+17188557500,(718) 855-7500,484.4297131757938,11201
_N92SH1Zi-Hbxn_bNHFz0Q,noodle-pudding-brooklyn,Noodle Pudding,https://s3-media3.fl.yelpcdn.com/bphoto/o5ygMLdH6f5XVONTb3msMg/o.jpg,False,https://www.yelp.com/biz/noodle-pudding-brooklyn?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,563,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.69979, 'longitude': -73.99203}",[],$$,"{'address1': '38 Henry St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['38 Henry St', 'Brooklyn, NY 11201']}",+17186253737,(718) 625-3737,624.2125497332834,11201
kxykwx5qTWBhlMh18MQ82Q,lukes-lobster-fidi-new-york,Luke's Lobster FiDi,https://s3-media2.fl.yelpcdn.com/bphoto/C5NV5lfsLo2nJDkx3Or9ig/o.jpg,False,https://www.yelp.com/biz/lukes-lobster-fidi-new-york?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,1151,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.7046213003984, 'longitude': -74.0107793876969}","['pickup', 'delivery']",$$,"{'address1': '26 S William St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['26 S William St', 'New York, NY 10004']}",+12127471700,(212) 747-1700,1604.1398397859887,10004
i_rg-OLXQbpRUN7O3MeCeA,piz-zetta-brooklyn-2,Piz-zetta,https://s3-media2.fl.yelpcdn.com/bphoto/9L4viDwAGx3obgYLnXMA6g/o.jpg,False,https://www.yelp.com/biz/piz-zetta-brooklyn-2?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,280,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.6912834070746, 'longitude': -73.9906029201042}","['pickup', 'delivery']",$,"{'address1': '90 Livingston St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['90 Livingston St', 'Brooklyn, NY 11201']}",+17184227878,(718) 422-7878,652.7072856990592,11201
j-a8HUcsBJXHV2IfF786jw,kogane-ramen-brooklyn-heights,Kogane Ramen,https://s3-media1.fl.yelpcdn.com/bphoto/nCavIzqgP6sGG5Sitq_MCg/o.jpg,False,https://www.yelp.com/biz/kogane-ramen-brooklyn-heights?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,332,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 40.698608, 'longitude': -73.992675}","['pickup', 'delivery']",$$,"{'address1': '76 Henry St', 'address2': '', 'address3': '', 'city': 'Brooklyn Heights', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['76 Henry St', 'Brooklyn Heights, NY 11201']}",+17188752828,(718) 875-2828,486.66927739146763,11201
EF4M55USa1ZNy1rP5Kuk2w,chez-moi-brooklyn,Chez Moi,https://s3-media1.fl.yelpcdn.com/bphoto/TF1UXRPiYxNCy8BGho0Y3g/o.jpg,False,https://www.yelp.com/biz/chez-moi-brooklyn?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,368,"[{'alias': 'french', 'title': 'French'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.6907305802403, 'longitude': -73.99551244328}",[],$$,"{'address1': '135 Atlantic Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['135 Atlantic Ave', 'Brooklyn, NY 11201']}",+13472278337,(347) 227-8337,503.51928134941494,11201
91tQ4ToReVVCA5MTJi9gfw,iron-chef-house-brooklyn,Iron Chef House,https://s3-media3.fl.yelpcdn.com/bphoto/zJbC6J1zhZv92Yqs_R-HsQ/o.jpg,False,https://www.yelp.com/biz/iron-chef-house-brooklyn?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,398,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 40.6972664717136, 'longitude': -73.9925980567932}","['pickup', 'delivery']",$$,"{'address1': '92 Clark St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['92 Clark St', 'Brooklyn, NY 11201']}",+17188588517,(718) 858-8517,390.27961127504165,11201
jWC4mD-yy-IzuZxU5ctAKw,mias-bakery-brooklyn,Mia's Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/CjvLo6vsxDjaLCgyLpGUKg/o.jpg,False,https://www.yelp.com/biz/mias-bakery-brooklyn?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,661,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,"{'latitude': 40.6870199, 'longitude': -73.9901299}","['pickup', 'delivery']",$,"{'address1': '139 Smith St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['139 Smith St', 'Brooklyn, NY 11201']}",+13479873194,(347) 987-3194,1055.7945157991949,11201
qgY41g_eg0eNzewCXmKcaA,lillo-cucina-italiana-brooklyn,Lillo Cucina Italiana,https://s3-media3.fl.yelpcdn.com/bphoto/b2MP6R0g_sfFpnLRnQSduA/o.jpg,False,https://www.yelp.com/biz/lillo-cucina-italiana-brooklyn?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,126,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'italian', 'title': 'Italian'}]",5.0,"{'latitude': 40.69023, 'longitude': -73.99634}",[],$$,"{'address1': '331 Henry St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['331 Henry St', 'Brooklyn, NY 11201']}",+13477630899,(347) 763-0899,552.7897126827937,11201
vW7sMAxt4YcUS8tWONaX2g,the-gumbo-bros-brooklyn,The Gumbo Bros,https://s3-media1.fl.yelpcdn.com/bphoto/3bfw7zm8LMa8v8Hm0Vs1bA/o.jpg,False,https://www.yelp.com/biz/the-gumbo-bros-brooklyn?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,333,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.68925, 'longitude': -73.9918}","['pickup', 'delivery']",$$,"{'address1': '224 Atlantic Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['224 Atlantic Ave', 'Brooklyn, NY 11201']}",+19179091471,(917) 909-1471,768.0956546398838,11201
mv8dMMzzrzalso3sYCP_QA,cafe-luluc-brooklyn,Cafe Luluc,https://s3-media4.fl.yelpcdn.com/bphoto/w9gooJDu3F74uBKWCwzeXQ/o.jpg,False,https://www.yelp.com/biz/cafe-luluc-brooklyn?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,1384,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.68447, 'longitude': -73.99214}",[],$$,"{'address1': '214 Smith St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['214 Smith St', 'Brooklyn, NY 11201']}",+17186253815,(718) 625-3815,1245.5720580052853,11201
d8qCvlsG3jwxQPZc_OGogQ,hibino-brooklyn,Hibino,https://s3-media3.fl.yelpcdn.com/bphoto/P07pVNA8NFL2KT-myQyh0Q/o.jpg,False,https://www.yelp.com/biz/hibino-brooklyn?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,398,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 40.69017, 'longitude': -73.99637}",[],$$,"{'address1': '333 Henry St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['333 Henry St', 'Brooklyn, NY 11201']}",+17182608052,(718) 260-8052,563.1305358244847,11201
xhuDOqY9G5mPuSqBnMCaYw,henrys-end-brooklyn-4,Henry's End,https://s3-media1.fl.yelpcdn.com/bphoto/h_JcEVjz8dGX9qIZ63R1QQ/o.jpg,False,https://www.yelp.com/biz/henrys-end-brooklyn-4?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,351,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.69869, 'longitude': -73.99257}",['delivery'],$$$,"{'address1': '72 Henry St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['72 Henry St', 'Brooklyn, NY 11201']}",+17188341776,(718) 834-1776,499.083762967581,11201
tT6teP3ZfCAfvdPdDoqG4A,ki-sushi-brooklyn,Ki Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/bmx2oObtubmcdZK-9_ZLSw/o.jpg,False,https://www.yelp.com/biz/ki-sushi-brooklyn?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,686,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 40.68764, 'longitude': -73.9901}",[],$$,"{'address1': '122 Smith St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['122 Smith St', 'Brooklyn, NY 11201']}",+17189350575,(718) 935-0575,993.9898914751319,11201
okNIE5TrZVy43GI0A3aUIw,roccos-tacos-and-tequila-bar-brooklyn,Rocco's Tacos & Tequila Bar,https://s3-media2.fl.yelpcdn.com/bphoto/UUBW-SUp1wjvY2x6cukcSw/o.jpg,False,https://www.yelp.com/biz/roccos-tacos-and-tequila-bar-brooklyn?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,1308,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 40.69319596606, 'longitude': -73.9885798943981}","['pickup', 'delivery']",$$,"{'address1': '339 Adams St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['339 Adams St', 'Brooklyn, NY 11201']}",+17182468226,(718) 246-8226,692.6907743165726,11201
Aazjxg21VH2cncWYBAv68Q,sottocasa-pizzeria-brooklyn-3,Sottocasa Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/MbBAMb3kb1VXtF9M5ptazA/o.jpg,False,https://www.yelp.com/biz/sottocasa-pizzeria-brooklyn-3?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,615,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 40.688285, 'longitude': -73.989006}",['delivery'],$$,"{'address1': '298 Atlantic Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['298 Atlantic Ave', 'Brooklyn, NY 11201']}",+17188528758,(718) 852-8758,989.1249025105316,11201
S4uozcDEieoaXxIJ6TsUoQ,dellaroccos-brooklyn-3,Dellarocco's,https://s3-media1.fl.yelpcdn.com/bphoto/RGsip2vQXryVUbOrXfYBkQ/o.jpg,False,https://www.yelp.com/biz/dellaroccos-brooklyn-3?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,258,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 40.6950309, 'longitude': -73.9961252}",[],$$,"{'address1': '214 Hicks St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['214 Hicks St', 'Brooklyn, NY 11201']}",+17188581010,(718) 858-1010,30.598139472308464,11201
HFOiW4RvijuoblE4DD3JwA,dekalb-market-hall-brooklyn-2,Dekalb Market Hall,https://s3-media1.fl.yelpcdn.com/bphoto/p3HJcEcHV7KuX0XVh30KUA/o.jpg,False,https://www.yelp.com/biz/dekalb-market-hall-brooklyn-2?adjust_creative=br0caLDEdTejZqAl4hMenA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=br0caLDEdTejZqAl4hMenA,655,"[{'alias': 'food_court', 'title': 'Food Court'}]",4.0,"{'latitude': 40.691025, 'longitude': -73.983311}","['pickup', 'delivery']",$$,"{'address1': '445 Albee Square W', 'address2': 'Basement Level', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['445 Albee Square W', 'Basement Level', 'Brooklyn, NY 11201']}",+19293596555,(929) 359-6555,1194.153946097933,11201
