,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,zip_codes
10,mv8dMMzzrzalso3sYCP_QA,cafe-luluc-brooklyn,Cafe Luluc,https://s3-media4.fl.yelpcdn.com/bphoto/w9gooJDu3F74uBKWCwzeXQ/o.jpg,False,https://www.yelp.com/biz/cafe-luluc-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,1384,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.68447, 'longitude': -73.99214}",[],$$,"{'address1': '214 Smith St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['214 Smith St', 'Brooklyn, NY 11201']}",+17186253815,(718) 625-3815,1055.5088687884545,11201
11,uT9AowKJcAN59Mteud36lA,shake-shack-brooklyn,Shake Shack,https://s3-media2.fl.yelpcdn.com/bphoto/k_uTONamesGctrFjsguF3g/o.jpg,False,https://www.yelp.com/biz/shake-shack-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,853,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.0,"{'latitude': 40.6920881, 'longitude': -73.9888694}",['delivery'],$$,"{'address1': '409 Fulton St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['409 Fulton St', 'Brooklyn, NY 11201']}",+17183077599,(718) 307-7599,497.0769138575247,11201
12,l9b8NbDyhKhnjLKtUwlPwQ,olea-brooklyn-2,Olea,https://s3-media1.fl.yelpcdn.com/bphoto/1QHMMY7YIQMoXFszPPoDOA/o.jpg,False,https://www.yelp.com/biz/olea-brooklyn-2?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,854,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,"{'latitude': 40.6877844, 'longitude': -73.9706046}","['pickup', 'delivery']",$$,"{'address1': '171 Lafayette Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['171 Lafayette Ave', 'Brooklyn, NY 11238']}",+17186437003,(718) 643-7003,1115.2742477137983,11238
13,mvn2XFJfIPNAlvsy-arzkA,brooklyn-bridge-brooklyn,Brooklyn Bridge,https://s3-media2.fl.yelpcdn.com/bphoto/o5mJWBJ-MkHN-t7XdxhBRg/o.jpg,False,https://www.yelp.com/biz/brooklyn-bridge-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,1348,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.5,"{'latitude': 40.7059677364821, 'longitude': -73.9966657489186}",[],,"{'address1': '334 Furman St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['334 Furman St', 'Brooklyn, NY 11201']}",+17187246434,(718) 724-6434,2013.2279040521396,11201
14,nGpC40fxoDQ-Ft0h-_gkVg,bedouin-tent-brooklyn,Bedouin Tent,https://s3-media3.fl.yelpcdn.com/bphoto/jKIzEMNHJ8t7IYHNNtZmPw/o.jpg,False,https://www.yelp.com/biz/bedouin-tent-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,604,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.0,"{'latitude': 40.6869769801458, 'longitude': -73.984394049936}","['pickup', 'delivery']",$,"{'address1': '405 Atlantic Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['405 Atlantic Ave', 'Brooklyn, NY 11217']}",+17188525555,(718) 852-5555,465.0357126987097,11217
15,CBf1A4zCRNH-jsrJh48RsA,sahadis-brooklyn,Sahadi's,https://s3-media4.fl.yelpcdn.com/bphoto/7dMMKZoQ10KKvLiE-6C0DQ/o.jpg,False,https://www.yelp.com/biz/sahadis-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,369,"[{'alias': 'intlgrocery', 'title': 'International Grocery'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"{'latitude': 40.690218, 'longitude': -73.993367}",[],$$,"{'address1': '187 Atlantic Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['187 Atlantic Ave', 'Brooklyn, NY 11201']}",+17186244550,(718) 624-4550,866.579855298157,11201
16,Xv4kqYmtB7svT0r1-ABlZg,ample-hills-creamery-brooklyn-5,Ample Hills Creamery,https://s3-media4.fl.yelpcdn.com/bphoto/Tvtsc_8r88UYfCzz8IWrQw/o.jpg,False,https://www.yelp.com/biz/ample-hills-creamery-brooklyn-5?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,544,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.5,"{'latitude': 40.678907, 'longitude': -73.987319}","['pickup', 'delivery']",$,"{'address1': '305 Nevins St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['305 Nevins St', 'Brooklyn, NY 11215']}",+13477254061,(347) 725-4061,1395.4295954175675,11215
17,NqnYnZtajJ4Y-Lmxa26VdA,hancos-brooklyn,Hanco's,https://s3-media1.fl.yelpcdn.com/bphoto/ggIqWDnFXMwzemhCXg_ZTg/o.jpg,False,https://www.yelp.com/biz/hancos-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,677,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 40.6870318621828, 'longitude': -73.9904292380982}","['pickup', 'delivery']",$,"{'address1': '134 Smith St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['134 Smith St', 'Brooklyn, NY 11201']}",+17188586818,(718) 858-6818,760.0777327298782,11201
18,nfaS-7o4ZrVdsdqhZHnksQ,alamo-drafthouse-cinema-downtown-brooklyn-brooklyn,Alamo Drafthouse Cinema Downtown Brooklyn,https://s3-media4.fl.yelpcdn.com/bphoto/naNiZaWBBNMyldawm0_OLQ/o.jpg,False,https://www.yelp.com/biz/alamo-drafthouse-cinema-downtown-brooklyn-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,674,"[{'alias': 'movietheaters', 'title': 'Cinema'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'dinnertheater', 'title': 'Dinner Theater'}]",3.5,"{'latitude': 40.6907477441643, 'longitude': -73.9832732500862}",[],$$,"{'address1': '445 Albee Square West', 'address2': 'Suite 4-400', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['445 Albee Square West', 'Suite 4-400', 'Brooklyn, NY 11201']}",+17185132547,(718) 513-2547,35.43753606126842,11201
19,96svxj2NIOrba2fBMZAqOQ,bogota-latin-bistro-brooklyn,Bogota Latin Bistro,https://s3-media3.fl.yelpcdn.com/bphoto/FgXUCxKbJiHYEWvNvhhZsA/o.jpg,False,https://www.yelp.com/biz/bogota-latin-bistro-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,2158,"[{'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'colombian', 'title': 'Colombian'}]",4.0,"{'latitude': 40.678165, 'longitude': -73.978976}","['pickup', 'restaurant_reservation', 'delivery']",$$,"{'address1': '141 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['141 5th Ave', 'Brooklyn, NY 11217']}",+17182303805,(718) 230-3805,1474.9103171010847,11217
20,xH7mEjh4Rn6KdHjXYNoOjw,yaso-tangbao-brooklyn,Yaso Tangbao,https://s3-media4.fl.yelpcdn.com/bphoto/AKGztA9MXJM3Ykd8Ofm36Q/o.jpg,False,https://www.yelp.com/biz/yaso-tangbao-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,754,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}]",3.5,"{'latitude': 40.6918206366101, 'longitude': -73.9863992364001}","['pickup', 'delivery']",$$,"{'address1': '148 Lawrence St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['148 Lawrence St', 'Brooklyn, NY 11201']}",+19293377599,(929) 337-7599,288.267143762995,11201
21,4MqJOLaeqCgBFQmMFPfe3g,clover-club-brooklyn,Clover Club,https://s3-media4.fl.yelpcdn.com/bphoto/cgVSndPI36eMNqPxmLNzSg/o.jpg,False,https://www.yelp.com/biz/clover-club-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,763,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.6846046447754, 'longitude': -73.9921875}","['pickup', 'delivery']",$$,"{'address1': '210 Smith St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['210 Smith St', 'Brooklyn, NY 11201']}",+17188557939,(718) 855-7939,1045.4911491009207,11201
22,PAqdplgKhagEx9ewNDxjZw,brooklyn-heights-promenade-brooklyn,Brooklyn Heights Promenade,https://s3-media1.fl.yelpcdn.com/bphoto/ezQlffLwmtaXTU9u-xdm2w/o.jpg,False,https://www.yelp.com/biz/brooklyn-heights-promenade-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,315,"[{'alias': 'parks', 'title': 'Parks'}]",5.0,"{'latitude': 40.6979309758759, 'longitude': -73.9971359844473}",[],,"{'address1': 'Columbia Heights', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['Columbia Heights', 'Brooklyn, NY 11201']}",+12126399675,(212) 639-9675,1406.7357357969997,11201
23,2ggi1luerd3Mf_C82JvCYg,grimaldis-pizzeria-brooklyn-4,Grimaldi's Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/TNKqW31PTvtSw6-Lbc1mtA/o.jpg,False,https://www.yelp.com/biz/grimaldis-pizzeria-brooklyn-4?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,4598,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 40.702583, 'longitude': -73.9932413}",[],$$,"{'address1': '1 Front St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['1 Front St', 'Brooklyn, NY 11201']}",+17188584300,(718) 858-4300,1539.743911790863,11201
24,SSDOkx5enfRH3nsniS_2jA,5ive-spice-brooklyn-3,5ive Spice,https://s3-media3.fl.yelpcdn.com/bphoto/8Yz9iiKDesar5FvWQTIaTA/o.jpg,False,https://www.yelp.com/biz/5ive-spice-brooklyn-3?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,620,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"{'latitude': 40.68145923448, 'longitude': -73.9772509779765}",[],$$,"{'address1': '52 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['52 5th Ave', 'Brooklyn, NY 11217']}",+17188573483,(718) 857-3483,1176.0831753924483,11217
25,X0DNGKUQPjf0AfaXfXU2Qg,kick-axe-throwing-brooklyn-2,Kick Axe Throwing,https://s3-media3.fl.yelpcdn.com/bphoto/DRrCSHezeoemW2yqTLqIJQ/o.jpg,False,https://www.yelp.com/biz/kick-axe-throwing-brooklyn-2?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,392,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'axethrowing', 'title': 'Axe Throwing'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"{'latitude': 40.6790268, 'longitude': -73.983077}",[],,"{'address1': '622 Degraw St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['622 Degraw St', 'Brooklyn, NY 11217']}",+18335425293,(833) 542-5293,1336.7893482781394,11217
26,j051L3Ehkt8bPrO3YnEc1Q,ample-hills-creamery-brooklyn,Ample Hills Creamery,https://s3-media4.fl.yelpcdn.com/bphoto/iKa6zSEx3_wqHjwBxjIgjw/o.jpg,False,https://www.yelp.com/biz/ample-hills-creamery-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,1340,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.6785573557085, 'longitude': -73.9684746674535}","['pickup', 'delivery']",$$,"{'address1': '623 Vanderbilt Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['623 Vanderbilt Ave', 'Brooklyn, NY 11238']}",+13472403926,(347) 240-3926,1859.4073478417438,11238
27,xiEBdZ8z5KY21Vw2pY2fJQ,two-8-two-bar-and-burger-brooklyn,Two 8 Two Bar & Burger,https://s3-media2.fl.yelpcdn.com/bphoto/AXgXyRScYhFAYaXGtxuq_A/o.jpg,False,https://www.yelp.com/biz/two-8-two-bar-and-burger-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,638,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.688536, 'longitude': -73.989728}",[],$$,"{'address1': '282 Atlantic Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['282 Atlantic Ave', 'Brooklyn, NY 11201']}",+17185962282,(718) 596-2282,617.7858049105852,11201
28,pSSajdYNKTyAGV8-fk7fWQ,joya-brooklyn,Joya,https://s3-media4.fl.yelpcdn.com/bphoto/X4HbR16EFVcywHtrW7BPqQ/o.jpg,False,https://www.yelp.com/biz/joya-brooklyn?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,1293,"[{'alias': 'thai', 'title': 'Thai'}]",3.5,"{'latitude': 40.6866607666016, 'longitude': -73.9934997558594}","['pickup', 'delivery']",$$,"{'address1': '215 Ct St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['215 Ct St', 'Brooklyn, NY 11201']}",+17182223484,(718) 222-3484,1005.9835207507995,11201
29,4yPqqJDJOQX69gC66YUDkA,peter-luger-brooklyn-2,Peter Luger,https://s3-media4.fl.yelpcdn.com/bphoto/KRpKd1ZdcYSPRDhlb12Vjw/o.jpg,False,https://www.yelp.com/biz/peter-luger-brooklyn-2?adjust_creative=J91G_3nDqiq9b7aC-H5U7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=J91G_3nDqiq9b7aC-H5U7w,5684,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 40.709945, 'longitude': -73.962478}",[],$$$$,"{'address1': '178 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['178 Broadway', 'Brooklyn, NY 11211']}",+17183877400,(718) 387-7400,2728.9871049627222,11211
